country,project_name,year,status,lendprojectcost,boardapprovaldate
Mongolia,Ulaanbaatar Clean Air,,Dropped,"23,000,000",
Mexico,Mexico Environmental Recovery of the Apatlaco River Basin,,Dropped,"190,000,000",
,Southern Africa Technical Advisory Services,,Dropped,"21,000,000",
Burkina Faso,Sustainable Wildlife and Biodiversity Management Project,,Dropped,"18,000,000",
Nepal,Nepal; HIV / AIDS Control Program,,Dropped,"66,180,000",
Pakistan,Pakistan:  KP Province Basic Human Development Services Project,,Dropped,"100,000,000",
Lao PDR,Treasury Modernization,,Dropped,"9,000,000",
Azerbaijan,Azerbaijan Higher Education Project (AZHEP),,Dropped,"20,000,000",
Tajikistan,Health Sector Strategy Support,,Dropped,"12,170,000",
Albania,Catastrophe Deferred Draw-Down Option,,Dropped,"26,000,000",
Bosnia and Herzegovina,Sava Waterway Rehabilitation Project,,Dropped,"30,000,000",
Russian Federation,ENVIRONMENTAL LIABILITIES,,Dropped,"25,000,000",
Uzbekistan,Uzbekneftegaz Associated Gas Project,,Dropped,0,
India,IN: Railway Regenerative Braking Project,,Dropped,"5,330,000,000",
Pakistan,Third Punjab Irrigation Sector,,Dropped,"100,000,000",
Senegal,Sustainable and participatory Energy Management - phase 2 (PROGEDE II),,Dropped,"20,000,000",
Mauritania,Mauritania Port of Nouakchott Development Project,,Dropped,"110,000,000",
Panama,Access to Finance,,Dropped,"25,000,000",
Jordan,Al-Qatrana Power,,Dropped,"466,000,000",
South Africa,Regional Transmission Development APL (RI),,Dropped,"500,000,000",
India,National Innovation Project,,Dropped,"180,000,000",
Panama,Sustainable Tourism,,Dropped,"35,000,000",
Croatia,Disaster Risk Mitigation and Adaptation Project,,Dropped,"27,800,000",
Central African Republic,Education Sector Support Project,,Dropped,"15,000,000",
Panama,Second Land Administration Additional Financing,,Dropped,"24,000,000",
Ukraine,Railway Modernization,,Dropped,"869,170,000",
Guinea,Urban Water Sector Performance Improvement Project,,Dropped,"20,000,000",
Kenya,Additional Financing through the Kenya Education Sector Support Project for Basic Education Enhancement,,Dropped,"144,800,000",
Russian Federation,Public-Private Partnership Development Project,,Dropped,"100,000,000",
Argentina,Sustainable Industrial Development,,Dropped,"50,000,000",
Azerbaijan,ARP/ IV-Environment Policy Development and Enforcement Project for the Environment State Program,,Dropped,"8,500,000",
South Asia,Central Asia South Asia Electricity Transmission and Trade Project (CASA 1000),,Dropped,"950,000,000",
Turkey,Turkey Catastrophe Deferred Draw Down Option,,Dropped,"500,000,000",
Pakistan,PAKISTAN - Implementation of the National EnvPolicy,,Dropped,"35,020,000",
Uruguay, Sustainable Industrial Development,,Dropped,"25,000,000",
Madagascar,Madagascar Education for Growth,,Dropped,"40,000,000",
World,TTR Banana Skin Project; TF091173,,Closed,"50,000",
World,PO Policy Adv Initiative; Phase III,,Closed,"3,990,000",
India,India: Social Security for the Unorganised Sector,,Dropped,"20,000,000",
Papua New Guinea,RURAL SERVICE DELIVERY AND LOCAL GOVERNANCE PROJECT,,Dropped,"25,000,000",
Brazil,BR Indigenous Peoples Sustainable Develo,,Dropped,"57,000,000",
Peru,Peru - Road Safety,,Dropped,"10,000,000",
Honduras,Improving Access and Quality of Basic Health Care Services,,Dropped,"20,000,000",
Guinea,Mineral Sector Induced Growth Program,,Dropped,"15,000,000",
,FSD Africa Enterprise Challenge Fund,,Closed,"80,000",
Indonesia,Promoting Sustainable Production Forest Management to Secure Globally Important Biodiversity,,Dropped,"11,300,000",
Timor-Leste,Emergency National Workfare Project,,Dropped,"52,000,000",
North Macedonia,Lukovo Pole Water Regulation and Renewable Energy Project,,Dropped,"83,000,000",
Croatia,Irrigation Development Project,,Dropped,"105,000,000",
Poland,Warsaw Municipal Infrastructure Project,,Dropped,"180,000,000",
Azerbaijan,Hovsan Wastewater Outfall Project,,Dropped,"109,000,000",
Sri Lanka,Eco-Systems Conservation And Management Project (ESCAMP),,Dropped,"30,000,000",
,Lake Malawi/Niassa/Nyasa Conservation and  Development Project,,Dropped,"42,000,000",
Angola,ANGOLA:  PUBLIC FINANCIAL MANAGEMENT -2,,Dropped,"18,000,000",
Tunisia,Tunisa-WasteWater Reuse,,Dropped,"50,000,000",
Russian Federation,Financial Market Development and Stability Enhancement Project,,Dropped,"150,000,000",
Panama,Panama - Strengthening the Performance of Basic Health Services,,Dropped,"80,000,000",
Tanzania,Private Power Generation (Ruhudji HPP) Project,,Dropped,"200,000,000",
China,China: Yan'an Water Supply Project,,Dropped,"147,430,000",
Malawi,Shire Valley Irrigation Project,,Dropped,"340,000,000",
Russian Federation,RUSSIAN DEVELOPMENT BANK INFRASTRUCTURE FINANCE,,Dropped,"1,000,000,000",
India,Informal Settlements Improvement Project,,Dropped,"1,000,000,000",
Russian Federation,RU Export Sector Financial Intermediary Loan,,Dropped,"150,000,000",
Thailand,Strengthening Capacity and Incentives for Wildlife Conservation in the Western Forest Complex,,Dropped,"36,710,000",
Russian Federation,Social Inclusion of Vulnerable Groups through Physical Training,,Dropped,"150,000,000",
Tanzania,Tanzania Singida Wind Power Project,,Dropped,"300,000,000",
Chile,Chile Rural Infrastructure for Terrirtorial Development,,Dropped,"100,000,000",
,Arab World Initiative for Financing Food Security,,Dropped,"500,000,000",
Colombia,Small-holder Market Access,,Dropped,"200,000,000",
Brazil,Alagoas Poverty Reduction and Economic Inclusion Project (PREPI),,Dropped,"158,570,000",
Bhutan,Bhutan Second Rural Access Project - Additional Financing,,Dropped,"600,000",
,Pacific Aviation Investment Project,,Dropped,"72,910,000",
Mexico,Second Phase Innovation for Competitiveness APL,,Dropped,"100,000,000",
Montenegro,SEEC Catastrophe Risk Insurance Facility APL2 (Montenegro),,Dropped,"2,500,000",
Rwanda,Rwanda Ninth Poverty Reduction Support Financing,,Dropped,"125,000,000",
Indonesia,Solid Waste Management Improvement Project for Regional and Metropolitan Cities,,Dropped,"145,000,000",
Gabon,Gabon Road Infrastructure SIL,,Dropped,"108,000,000",
Cambodia,Local Governance and Development Program,,Dropped,"80,000,000",
Bangladesh,Dhaka Environment and Water Project (DEW),,Dropped,"110,000,000",
Serbia,Serbian Railway Reform,,Dropped,"80,000,000",
Kosovo,Fiscal Policy Support Grant,,Dropped,"5,000,000",
Rwanda,Rw: Lake Kivu Methane-to-Power (Guarantee),,Dropped,"87,800,000",
Georgia,METHANE LEAK REDUCTION IN GAS PIPELINE,,Dropped,"120,000,000",
Philippines,Light Rail Transit Line 1 South Extension,,Dropped,"682,000,000",
Philippines,Local Government Support for Regional Water Supply,,Dropped,"55,000,000",
Maldives,Maldives Second Post Tsunami Emergency Recovery Credit,,Dropped,"304,200,000",
Romania,Agriculture Development Policy Loan (DPL),,Dropped,"100,000,000",
Cambodia,Livelihood Enhancement & Asso. of the Poor (LEAP) Project in Siem Reap,,Dropped,"15,000,000",
Russian Federation,Southern Okrug Local Initiatives Project,,Dropped,"150,000,000",
Tajikistan,National Quality Education,,Dropped,"10,000,000",
Mongolia,Forest Landscapes Development and Conservation,,Dropped,"4,200,000",
Brazil,Parana - Central Regional Development Project,,Dropped,"83,400,000",
"Egypt, Arab Rep.",Upper Egypt Integrated Governorates Development,,Dropped,"232,000,000",
Philippines,Local Government Support for Performance Grants,,Dropped,"120,000,000",
Ecuador,Galapagos and Ecuadorian Coast Natural Resources Management,,Dropped,"50,000,000",
India,India Sustainable Land and Ecosystem Management Country Partnership Program,,Dropped,"70,000,000",
Mexico,MX National Urban Transport Project,,Dropped,"220,000,000",
Mexico,LAND CONSERVATION AND ADMINISTRATION,,Dropped,"40,000,000",
Pakistan,COMMUNITY-BASED MATERNAL AND CHILD HEALTH  PROJECT,,Dropped,"292,000,000",
Afghanistan,Urban Waste Management,,Dropped,"25,000,000",
Russian Federation,Information Technology Parks Project,,Dropped,"220,000,000",
Ghana,Dropped GH-Takoradi 2 (FY06),,Dropped,0,
Kazakhstan,Irrigation & Drainage Improvement II (GEF) Project,,Dropped,"12,000,000",
,West African Gas Pipeline - Phase II,,Dropped,"14,000,000",
Fiji,FEA Nadarivatu Hydro Power Project,,Dropped,"88,000,000",
Pakistan,Mineral Sector Technical Assistance,,Dropped,"47,000,000",
Peru,PE-RESULTS IN NUTRITION SWAP,,Dropped,"30,000,000",
Montenegro,TARA AND LIM RIVER BASIN WATERSHED MANAGEMENT,,Dropped,"19,000,000",
Dominican Republic,DR: Rio Blanco Carbon Sink Project,,Dropped,"2,500,000",
Albania,Second Development Policy,,Dropped,"20,000,000",
Indonesia,Lombok Regional Economic Development Project,,Dropped,"100,000,000",
Dominican Republic,DO Flexible Employment System Project (FESP),,Dropped,"20,000,000",
Tunisia,TN-Training for Employment Project,,Dropped,"50,000,000",
Lebanon,Sustainable Agric. Livelihoods in Marginal Areas (SALMA),,Dropped,"28,000,000",
Honduras,Sustainable rural energy services,,Dropped,"13,000,000",
Philippines,Gearing Rural Organizations for Wealth Creation,,Dropped,"124,000,000",
Armenia,Armenia Long-Term Export Finance Project,,Dropped,"20,000,000",
Ghana,Ghana Youth Employment Project,,Dropped,"60,000,000",
Argentina,AR PROSAP3 - Third Provincial Agricultural Development Project,,Dropped,"660,000,000",
Russian Federation,Improvement of Urban Transport Sys (GEF),,Dropped,"255,110,000",
Russian Federation,Integrated Environmental Monitoring Project,,Dropped,"151,520,000",
Mauritania,DROPPED Gas-to-Power Project (DROPPED),,Dropped,"1,445,000,000",
Tunisia,Virtual Market Place for MENA SME Export Development,,Dropped,"8,500,000",
South Sudan,Institutional  Development and Capacity Building Project,,Dropped,"20,000,000",
Kiribati,Kiribati Road Rehabilitation Project - Additional Financing,,Dropped,"17,640,000",
Russian Federation,Enhancing Workforce Skills for Regional Development,,Dropped,"410,000,000",
,Economic Assessment of Disasters in the Pacific,,Dropped,"1,090,000",
,AFCC2/RI Regional Transmission Interconnection between Mozambique and Malawi,,Dropped,"124,500,000",
India,Prepare:Program toEstablish Pilots for Access through Renewable Energy,,Pipeline,"40,950,000",
"Congo, Dem. Rep.",Strengthening Hydro-Meteorological and Climate Services in DRC,,Dropped,"6,000,000",
"Yemen, Rep.",Climate Resilience of Rural Communities Project (CRRC),,Dropped,"18,600,000",
"Yemen, Rep.",RY-Climate Resilience of Coastal Communities (CRCC),,Dropped,"20,000,000",
,Fighting against wildlife poaching and illegal trade in Africa,,Pipeline,"3,800,000",
Uganda,Uganda Health Systems Strengthening Project AF,,Dropped,"90,000,000",
Algeria,Algeria Energy Efficiency Project,,Dropped,"10,880,000",
,Dropped Andes Adaptation Impact of Climate Change in Water Resource,,Dropped,"30,790,000",
Colombia,Improving Upper Secondary and Transition to Tertiary Education Project,,Dropped,"135,000,000",
Afghanistan,Afghanistan Resource Corridor Project,,Dropped,"70,000,000",
Zimbabwe,DROP Productive Safety Net Project (PSN),,Dropped,"25,000,000",
,"Egypt: PSD ""Governance for Jobs"" Project",,Dropped,"5,000,000",
Marshall Islands,MH:  Second ICT Sector Development Policy Operation,,Dropped,"3,000,000",
Djibouti,Djibouti - ICT Sector Reform,,Dropped,"2,000,000",
Russian Federation,Additional Financing for St. Petersburg Economic Development Project,,Dropped,"250,000,000",
Lebanon,Greater Beirut Urban Transport,,Dropped,"200,000,000",
Russian Federation,Russia Special Economic Zones Enhancement Project,,Dropped,"200,000,000",
Russian Federation,Local Economic Development of Small Towns,,Dropped,"250,000,000",
India,Greening the Energy Mix in DVC,,Dropped,"486,000,000",
India,Program For Large Scale Solar in India,,Dropped,"990,000,000",
Malawi,AGRIC.UNIDENTIFIED I,,Closed,0,
Mexico,Tax Administration Institutional Development,,Dropped,"12,000,000",
Ecuador,Justice Services for Economic and Social Development,,Dropped,"20,000,000",
South Asia,Bay of Bengal Large Marine Ecosystem,,Dropped,"28,600,000",
Uzbekistan,Ferghana Valley Water Resources Management Project,,Dropped,"50,000,000",
,DROPPED-VE National Environmental Mngmt.,,Dropped,"60,000,000",
Kenya,Kenya Economic Recovery Strategy Support Credit (ERSSC),,Dropped,"75,000,000",
Serbia,Public Sector Development Policy Loan (PSDPL) (Serbia),,Dropped,"55,000,000",
Indonesia,Fisheries Revitalization Project,,Dropped,"100,000,000",
Ukraine,Agricultural Competitiveness & Food Safety Project,,Dropped,"150,000,000",
Mozambique,Legal Capacity Project,,Dropped,"5,000,000",
Ukraine,BLACK SEA UMBRELLA/CRIMEA COASTAL ZONE MANAGEMENT,,Dropped,"12,000,000",
,ENSAP: Water Shed Project,,Dropped,"81,000,000",
India,"India National e-Governance Plan Support Project (""e-Bharat"")",,Dropped,"361,000,000",
India,VSBK Cluster Project,,Dropped,"2,400,000",
"Egypt, Arab Rep.",Egypt - Port Sector Development,,Dropped,"193,000,000",
India,Gypcrete Building India Pvt. Ltd.,,Dropped,"8,060,000",
,Equatorial Africa Deposition Network (EADN),,Dropped,"7,000,000",
Ukraine,Carbon Sequestration/Chernobyl Reforestation Community Development Carbon Finance Project,,Dropped,"2,000,000",
Russian Federation,Special Economic Zones Project,,Dropped,"50,000,000",
Iraq,Iraq - Emergency Environmental Management Project,,Dropped,"25,000,000",
India,IN: National Urban Infrastructure Fund,,Dropped,"200,000,000",
Azerbaijan,Flared Gas Utilization from Guneshli Field,,Dropped,"37,000,000",
Argentina,Foundations for Performance-Informed Budgeting,,Dropped,"28,000,000",
,Venezuela Urban & Rural Water Supply and Sanitation,,Dropped,"50,000,000",
Indonesia,Electricity Access for Rural Transformation,,Dropped,"200,000,000",
India,Mahar Agricultural Competitiveness Project,,Dropped,"110,000,000",
Eritrea,Eritrea Integrated Rural Development,,Dropped,"44,000,000",
Ecuador,Ecuador Urban Transportation Project,,Dropped,"42,750,000",
Paraguay,Land Access and Administration,,Dropped,"35,000,000",
India,Jammu & Kashmir Participatory Watershed Management,,Dropped,"151,100,000",
Ukraine,Judicial Reform Support Project,,Dropped,"50,000,000",
Sierra Leone,Sierra Leone: Extractive Industries Transparency Initiative,,Closed,"280,000",
Uzbekistan,Avian Influenza Control & Human Pandemic Preparedness & Response Project,,Dropped,"5,000,000",
Bangladesh,Bangladesh Private Sector Development Support Project,,Dropped,"165,000,000",
Mexico,DROPPED-MX Lifelong Learning APL 1,,Dropped,"230,000,000",
India,Tamil Nadu SAL,,Dropped,"250,000,000",
Pakistan,Avian and human Influenza Preparedness and Control Project,,Dropped,"20,000,000",
Bangladesh,National Protection,,Dropped,"100,000,000",
India,Second Uttar Pradesh Diversified Agriculture Support Project,,Dropped,"186,500,000",
Bangladesh,Export Infrastructure Development Project,,Dropped,"150,000,000",
Paraguay,PY Social Security Reform TA,,Dropped,"10,000,000",
Indonesia,National Agency for Drug and Food Control Project,,Dropped,"48,300,000",
Ethiopia,Additional Financing for Productive Safety Net Project (APL II),,Dropped,"26,770,000",
Mali,Mali Health Sector Support Project,,Dropped,"40,000,000",
Azerbaijan,Baku Urban Water Supply Rehabilitation Project - Additional Financing,,Dropped,"14,200,000",
Vietnam,Social Security Modernization,,Dropped,"100,000,000",
Madagascar,MG-Joint Health Sector Support Program,,Dropped,"64,500,000",
Panama,PA Urban Transport,,Dropped,"100,000,000",
Colombia,CO Education System Modernization,,Dropped,"50,000,000",
Russian Federation,HOUSING MARKET,,Dropped,"150,000,000",
Russian Federation,RENEWABLE ENERGY (GEF),,Dropped,"102,100,000",
Russian Federation,Science & Technology (Dropped),,Dropped,"100,000,000",
Serbia,Public Expenditure Capacity Building,,Dropped,"14,000,000",
Russian Federation,GRAIN MARKET INFRASTRUCTURE DEVELOPMENT PROJECT,,Dropped,"130,000,000",
Mauritania,Water Supply and Sanitation Sector Project,,Dropped,"33,000,000",
Russian Federation,Regional Banks and Small & Medium Enterprises Development,,Dropped,"275,000,000",
Indonesia,dropped-ID Catchment Protection Project,,Dropped,"13,800,000",
"Yemen, Rep.",Yemen Decentralization & Local Development Project,,Dropped,"6,320,000",
"Congo, Rep.",CG-Infrastructure Rehab (DR),,Dropped,"38,000,000",
Bulgaria,Community Services,,Dropped,"100,000,000",
Chad, Petroleum Management Capacity Building Project supplemental,,Dropped,"10,300,000",
Afghanistan,Afghanistan Financial Sector Support Project,,Dropped,"20,000,000",
China,CN-Henan Highway Transport Project,,Dropped,"650,000,000",
Argentina,Education Sector Support Project,,Dropped,"2,250,000,000",
Latvia,Education 2,,Dropped,"45,000,000",
Ethiopia,Ethiopia Capacity Building of Civil Society,,Dropped,"30,000,000",
India,India Technical Assistance for Project Development,,Dropped,"63,000,000",
Peru,PERU - Tarucani Hydro; PCF,,Dropped,"48,370,000",
Brazil,Curitiba Urban Transport Project,,Dropped,"291,300,000",
West Bank and Gaza,Pension Reform,,Dropped,"350,000,000",
Indonesia,ID-Western Java APL2,,Dropped,"114,000,000",
Brazil,HD Programmatic Sector Reform Loan 2,,Dropped,"500,000,000",
,Market Integration & Trade Surveillance,,Dropped,"11,000,000",
Rwanda,Education Project (03),,Closed,"15,600,000",
Sierra Leone,Legal and Regulatory System Rehabilitation Project,,Dropped,"5,000,000",
Somalia,AGRIC SETTLEMENT I,,Closed,0,
Somalia,TSE TSE ERADICATION,,Closed,0,
Somalia,AGRIC.VI(FRUIT),,Closed,0,
Sudan,LIVESTOCK II S.KORDO,,Closed,0,
Tanzania,Livestock Project (03),,Closed,0,
Togo,Water Supply Project (02),,Dropped,"22,000,000",
Uganda,AGR. CREDIT,,Closed,0,
"Congo, Dem. Rep.",Highway Project (04),,Closed,"26,000,000",
"Congo, Dem. Rep.",RURAL DEVELOPMENT-KI,,Closed,0,
"Congo, Dem. Rep.",AGRI. REHAB.,,Closed,0,
Zimbabwe,RWYS REHAB,,Closed,0,
Zimbabwe,ZW-LOCAL GOVERNMENT CAPITAL DEVELOPMENT PROJECT,,Dropped,"65,000,000",
Zimbabwe,Family Health Project (03),,Dropped,"50,000,000",
Angola,Manpower Training Project,,Dropped,"40,000,000",
